date,max_temperature,avg_hourly_temperature,avg_temperature,min_temperature,max_humidex,min_windchill,max_relative_humidity,avg_hourly_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_hourly_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_hourly_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,wind_gust_dir_10s,max_pressure_sea,avg_hourly_pressure_sea,avg_pressure_sea,min_pressure_sea,max_pressure_station,avg_hourly_pressure_station,avg_pressure_station,min_pressure_station,max_visibility,avg_hourly_visibility,avg_visibility,min_visibility,max_health_index,avg_hourly_health_index,avg_health_index,min_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_7,growdegdays_10,precipitation,rain,snow,snow_on_ground,sunrise,sunset,daylight,sunrise_f,sunset_f,min_uv_forecast,max_uv_forecast,min_high_temperature_forecast,max_high_temperature_forecast,min_low_temperature_forecast,max_low_temperature_forecast,solar_radiation,max_cloud_cover_4,avg_hourly_cloud_cover_4,avg_cloud_cover_4,min_cloud_cover_4,max_cloud_cover_8,avg_hourly_cloud_cover_8,avg_cloud_cover_8,min_cloud_cover_8,max_cloud_cover_10,avg_hourly_cloud_cover_10,avg_cloud_cover_10,min_cloud_cover_10
2019-12-07,-4.8,-8.37,-8.25,-11.7,,-16,86,78.8,77.5,69,-7,-11.4,-11,-15,16,10.5,10.5,5,,,101.99,101.44,101.4,100.81,93.7,93.25,93.2,92.7,,,,,3.5,2.3,2.8,2,26.2,0,0,0,0,0.2,,,5,08:35:00,16:16:00,7.68,8.58,16.27,,,-3,-3,-17,-15,,,,,,,,,,,,,
2019-12-06,-3.1,-6.96,-6.8,-10.5,,-14,88,81,79,70,-6.5,-9.7,-9.2,-12,9,4.67,5,1,,,101.91,101.52,101.38,100.85,93.68,93.31,93.21,92.73,,,,,3.9,3.2,3.2,2.6,24.8,0,0,0,0,0,,,5,08:34:00,16:16:00,7.7,8.57,16.27,1,1,-4,-4,-9,-7,,,,,,,,,,,,,
2019-12-05,-3.5,-7.85,-8,-12.5,,-18,95,82.6,78.5,62,-5.7,-10.4,-9.4,-13.1,11,7.17,7.5,4,,,102.07,101.95,101.92,101.76,93.79,93.72,93.69,93.59,,,,,3.1,2.7,2.7,2.3,26,0,0,0,0,0.2,,,5,08:32:00,16:17:00,7.75,8.53,16.28,1,1,-3,-3,-14,-8,,,,,,,,,,,,,
2019-12-04,0.5,-2.35,-1.85,-4.2,,-7,95,91.5,85,75,-1.9,-3.6,-3.7,-5.5,12,6.5,7,2,,,101.73,101.17,101.26,100.78,93.57,93.09,93.16,92.75,,,,,3.2,2.9,2.8,2.4,19.9,0,0,0,0,2.9,,,2,08:31:00,16:17:00,7.77,8.52,16.28,,,-1,-1,-10,-10,,,,,,,,,,,,,
2019-12-03,5.1,2.15,2.25,-0.6,,-4,75,59.4,63,51,-3.2,-5,-4.8,-6.5,19,11.04,9.5,0,34,25,100.91,100.66,100.62,100.32,92.88,92.66,92.61,92.35,,,,,3,2.6,2.7,2.4,15.8,0,0,0,0,0,,,3,08:30:00,16:18:00,7.8,8.5,16.3,1,1,5,5,-4,-4,,,,,,,,,,,,,
2019-12-02,2.2,-2.44,-4.4,-11,,-12,83,65.5,66.5,50,-6.1,-8.3,-8.6,-11,15,7.75,8.5,2,,,100.89,100.65,100.62,100.35,92.74,92.56,92.55,92.36,,,,,3.5,3,3,2.5,22.4,0,0,0,0,0,,,4,08:28:00,16:19:00,7.85,8.47,16.32,1,1,2,2,-3,-1,,,,,,,,,,,,,
2019-12-01,-3.7,-11.51,-10.65,-17.6,,-23,91,75.8,74.5,58,-11,-15.1,-15.4,-19.8,11,6.54,6,1,,,101.6,101.24,101.24,100.89,93.28,92.96,92.99,92.71,,,,,3.6,2.9,3,2.5,28.6,0,0,0,0,0,,,2,08:27:00,16:19:00,7.87,8.45,16.32,1,1,-5,-5,-11,-10,,,,,,,,,,,,,
2019-11-30,-11.6,-13.89,-14.14,-16.7,,-25,87,80,78.5,70,-14.3,-16.6,-16.4,-18.4,17,12.62,11.5,6,,,102.45,102.18,102.05,101.65,94.07,93.82,93.69,93.32,,,,,2.8,2.3,2.4,1.9,32.1,0,0,0,0,0,,,1,08:25:00,16:20:00,7.92,8.42,16.33,1,1,-9,-9,-19,-19,,,,,,,,,,,,,
2019-11-29,-7.5,-10.28,-10.05,-12.6,,-19,87,82.5,82,77,-11.4,-12.7,-13.2,-15,15,9.46,9.5,4,,,102.4,102.25,102.28,102.15,94.06,93.94,93.96,93.86,,,,,2.2,2,2,1.8,28.1,0,0,0,0,0.2,,,1,08:23:00,16:21:00,7.97,8.38,16.35,1,1,-7,-6,-20,-18,,,,,,,,,,,,,
2019-11-28,-6.9,-10.06,-10.05,-13.2,,-19,87,80.9,80,73,-9.3,-12.7,-12.4,-15.5,16,10.29,10.5,5,,,103.36,102.82,102.8,102.23,94.95,94.45,94.44,93.94,,,,,2.4,2.1,2.1,1.8,28.1,0,0,0,0,0.2,,,2,08:22:00,16:22:00,8,8.37,16.37,1,1,-8,-8,-12,-12,,,,,,,,,,,,,
2019-11-27,-10.2,-11.64,-11.89,-13.6,,-19,86,81.2,81.5,77,-12.9,-14.2,-14.1,-15.3,12,9,6.5,1,,,103.46,103.18,103.1,102.74,95.02,94.78,94.72,94.41,,,,,2.3,1.8,2,1.7,29.9,0,0,0,0,0.4,,,3,08:20:00,16:23:00,8.05,8.33,16.38,1,1,-8,-8,-17,-15,,,,,,,,,,,,,
2019-11-26,-3.4,-7.33,-7.15,-10.9,,-17,90,81.3,79,68,-5.8,-10,-9.4,-13.1,15,11.71,11.5,8,,,102.69,101.9,102,101.31,94.36,93.7,93.79,93.22,,,,,2.3,1.9,2,1.7,25.1,0,0,0,0,2.2,,,0,08:19:00,16:24:00,8.08,8.32,16.4,,,-3,-3,-13,-9,,,,,,,,,,,,,
2019-11-25,1.8,-0.45,-0.85,-3.5,,-8,82,72,71,60,-1.7,-4.9,-5,-8.2,21,14.62,16,11,35,32,101.34,101.12,101.09,100.85,93.24,93.06,93.04,92.84,,,,,2.2,2,2,1.7,18.9,0,0,0,0,0,,,0,08:17:00,16:25:00,8.13,8.28,16.42,1,1,3,3,-7,-6,,,,,,,,,,,,,
2019-11-24,4.1,2.1,2.44,0.8,,,94,80.8,82,70,0.7,-0.9,-0.8,-2.3,24,13.12,12.5,1,44,28,100.86,100.22,100.21,99.56,92.84,92.28,92.27,91.71,,,,,3.1,2.1,2.5,1.8,15.6,0,0,0,0,0.2,,,0,08:15:00,16:26:00,8.18,8.25,16.43,1,1,5,5,-1,0,,,,,,,,,,,,,
2019-11-23,10.6,6.48,6.65,2.7,,,71,56.2,54,37,-0.6,-1.8,-2.2,-3.9,19,9.54,10,1,42,30,100.65,100.35,100.21,99.76,92.71,92.45,92.31,91.92,,,,,2.8,2.5,2.5,2.3,11.3,0,1.6,0,0,0,,,0,08:14:00,16:27:00,8.22,8.23,16.45,1,1,10,10,2,3,,,,,,,,,,,,,
2019-11-22,8.9,3.53,2.9,-3.1,,-5,83,66.2,66.5,50,-0.4,-2.4,-2.8,-5.1,16,8.25,10.5,5,43,32,100.94,100.74,100.69,100.45,92.95,92.75,92.73,92.52,,,,,3.3,2.7,2.8,2.3,15.1,0,0,0,0,0,,,,08:12:00,16:28:00,8.27,8.2,16.47,1,1,7,8,3,3,,,,,,,,,,,,,
2019-11-21,5.8,-0.78,-0.1,-6,,-10,90,76.9,73,56,-1.7,-4.5,-4.7,-7.7,11,8,8,5,,,101.66,101.28,101.26,100.86,93.52,93.18,93.17,92.83,,,,,3.3,2.7,2.8,2.3,18.1,0,0,0,0,0,,,0,08:10:00,16:30:00,8.33,8.17,16.5,1,1,4,4,-3,-3,,,,,,,,,,,,,
2019-11-20,1.5,-2.16,-1.95,-5.4,,-8,97,85.3,85,73,-0.6,-4.3,-3.5,-6.5,11,6.67,6,1,,,102.34,102.12,102.02,101.7,94.16,93.97,93.86,93.55,,,,,2.9,2.4,2.4,1.9,19.9,0,0,0,0,0.5,,,0,08:08:00,16:31:00,8.38,8.13,16.52,1,1,1,1,-5,-5,,,,,,,,,,,,,
2019-11-19,1.9,0.08,0.14,-1.6,,-3,97,89.3,88.5,80,0,-1.5,-1.8,-3.6,6,2.92,3,0,,,102.15,101.5,101.6,101.05,94.02,93.42,93.52,93.03,,,,,3.3,3.1,3,2.8,17.9,0,0,0,0,2.5,,,0,08:06:00,16:32:00,8.43,8.1,16.53,1,1,1,1,-5,-4,,,,,,,,,,,,,
2019-11-18,9,4.55,3.85,-1.3,,-3,84,59.8,66.5,49,-1.4,-2.9,-2.7,-4,25,14.75,12.5,0,49,31,101.18,100.95,100.78,100.37,93.19,93,92.85,92.51,,,,,3.3,2.5,2.8,2.2,14.2,0,0,0,0,0,,,1,08:05:00,16:34:00,8.48,8.08,16.57,1,1,6,6,-3,-2,,,,,,,,,,,,,
2019-11-17,11.9,6.37,6.6,1.3,,,77,62.2,62,47,1.1,-0.6,-0.6,-2.3,23,9.75,13,3,41,27,100.49,100.13,100.2,99.92,92.53,92.22,92.29,92.06,,,,,2.6,2.1,2.2,1.8,11.4,0,1.6,0,0,0,,,4,08:03:00,16:35:00,8.53,8.05,16.58,1,1,11,11,2,2,,,,,,,,,,,,,
2019-11-16,5.9,2.71,1.8,-2.3,,-3,92,77.2,77,62,1.2,-1,-0.6,-2.4,19,11.46,11.5,4,28,29,101.83,101.45,101.23,100.63,93.75,93.4,93.21,92.66,,,,,2.5,2,2.1,1.7,16.2,0,0,0,0,0.2,,,4,08:01:00,16:37:00,8.6,8.02,16.62,1,1,5,5,1,2,,,,,,,,,,,,,
2019-11-15,3.9,-0.53,0,-3.9,,-6,97,89.3,88,79,2.6,-2.1,-1,-4.6,15,7.67,7.5,0,,,101.21,100.88,100.91,100.61,93.13,92.82,92.85,92.57,,,,,2.4,2,2,1.7,18,0,0,0,0,1.7,,,5,07:59:00,16:38:00,8.65,7.98,16.63,1,1,1,5,-1,-1,,,,,,,,,,,,,
2019-11-14,0.6,-0.8,-1.25,-3.1,,-5,98,94.5,94,90,-0.7,-1.6,-2.2,-3.7,16,10.67,8,0,,,102.04,101.71,101.65,101.27,93.92,93.61,93.55,93.18,,,,,2.9,2.2,2.4,1.9,19.2,0,0,0,0,0,,,5,07:57:00,16:40:00,8.72,7.95,16.67,1,1,0,0,-3,-2,,,,,,,,,,,,,
2019-11-13,7.8,2.08,3.05,-1.7,,-4,96,82.5,78,60,0.6,-0.8,-0.8,-2.2,10,6.12,6.5,3,,,101.84,101.58,101.62,101.4,93.77,93.51,93.54,93.32,,,,,2.9,2.5,2.4,1.9,14.9,0,0,0,0,0,,,6,07:55:00,16:41:00,8.77,7.92,16.68,1,1,4,9,-4,-4,,,,,,,,,,,,,
2019-11-12,1.9,-1.2,-4,-9.9,,-10,95,87.5,88,81,-0.1,-3,-4.8,-9.4,9,4.92,5.5,2,,,101.57,101.34,101.39,101.22,93.38,93.21,93.23,93.09,,,,,3.5,2.8,3,2.5,22,0,0,0,0,0.3,,,8,07:54:00,16:43:00,8.82,7.9,16.72,1,1,2,2,-5,-4,,,,,,,,,,,,,
2019-11-11,-5.3,-13.05,-12.45,-19.6,,-26,89,78.8,77,65,-10.8,-16,-16.4,-22,11,7.92,7,3,,,103.81,102.6,102.72,101.62,95.28,94.19,94.33,93.38,,,,,3.6,2.8,3,2.5,30.4,0,0,0,0,0,,,8,07:52:00,16:44:00,8.87,7.87,16.73,1,1,-5,-4,-9,-8,,,,,,,,,,,,,
2019-11-10,-12.1,-14.95,-15.14,-18.2,,-24,86,77.3,75,64,-14.9,-18.1,-17.6,-20.3,13,9.08,9,5,,,104.39,104.15,104.06,103.74,95.85,95.63,95.58,95.3,,,,,2.9,2.1,2.3,1.7,33.1,0,0,0,0,0.9,,,10,07:50:00,16:46:00,8.93,7.83,16.77,1,1,-14,-13,-18,-18,,,,,,,,,,,,,
2019-11-09,-2.9,-9.42,-7.7,-12.5,,-20,90,83.9,83.5,77,-7.8,-11.6,-11.4,-15.1,19,12.62,11,3,36,2,103.66,102.98,102.77,101.88,95.22,94.67,94.49,93.77,,,,,2.2,1.8,1.8,1.3,25.7,0,0,0,0,6.8,,,4,07:48:00,16:48:00,9,7.8,16.8,,,-9,-9,-17,-14,,,,,,,,,,,,,
2019-11-08,7.5,2.55,2.29,-2.9,,-13,98,92.8,89,80,4.8,1.4,-1,-6.9,22,9.71,12,2,31,2,101.82,101.42,101.49,101.16,93.71,93.38,93.42,93.12,,,,,2.8,2,2.1,1.5,15.7,0,0,0,0,6,,,0,07:46:00,16:50:00,9.07,7.77,16.83,1,1,7,7,-7,-7,,,,,,,,,,,,,
2019-11-07,1.6,-4.38,-6,-13.6,,-16,93,78.8,79,65,0.3,-7.6,-7,-14.2,19,7.25,10,1,,,102.87,102.08,102.11,101.34,94.51,93.84,93.88,93.25,,,,,3.4,2.8,3,2.6,24,0,0,0,0,0,,,1,07:44:00,16:51:00,9.12,7.73,16.85,1,1,3,4,-1,0,,,,,,,,,,,,,
2019-11-06,-5.2,-11.16,-10.75,-16.3,,-21,91,79.6,75.5,60,-11.8,-14.1,-14.9,-18.1,18,8.04,10.5,3,,,103.97,103.38,103.42,102.88,95.5,94.95,95.01,94.53,,,,,2.8,2.5,2.5,2.2,28.8,0,0,0,0,0.2,,,1,07:42:00,16:53:00,9.18,7.7,16.88,1,1,-6,-6,-18,-12,,,,,,,,,,,,,
2019-11-05,-0.4,-7.47,-6.85,-13.3,,-16,94,79,78.5,63,-2.8,-10.6,-8.9,-15,30,13.46,15.5,1,42,3,104.01,103.27,103.05,102.08,95.55,94.96,94.74,93.93,,,,,2.9,1.9,2.2,1.5,24.9,0,0,0,0,1.9,,,0,07:40:00,16:55:00,9.25,7.67,16.92,1,1,-5,-5,-20,-17,,,,,,,,,,,,,
2019-11-04,1.2,-1.43,-1.5,-4.2,,-8,95,83.4,84,73,-1.1,-3.9,-3.5,-6,11,7,7,3,,,102.44,102.21,102.22,102,94.26,94.04,94.05,93.84,,,,,2.5,2,2.1,1.7,19.5,0,0,0,0,0.4,,,0,07:38:00,16:57:00,9.32,7.63,16.95,1,1,0,0,-5,-4,,,,,,,,,,,,,
2019-11-03,3.1,-0.6,-0.44,-4,,-7,90,83.7,80,70,0.2,-3.1,-2.7,-5.6,20,9.44,10.5,1,32,35,102.44,102.18,102.06,101.68,94.25,94.05,93.94,93.64,,,,,2.5,1.8,2,1.4,18.4,0,0,0,0,0,,,0,07:36:00,16:59:00,9.38,7.6,16.98,1,1,0,1,-9,-8,,,,,,,,,,,,,
2019-11-02,8.4,4.02,4.6,0.8,,,96,85.9,85,74,3.7,1.8,1.6,-0.5,15,10.04,9,3,,,101.96,101.7,101.73,101.5,93.88,93.65,93.67,93.47,,,,,2,1.7,1.8,1.5,13.4,0,0,0,0,0.2,,,0,08:34:00,18:01:00,9.45,8.57,18.02,1,1,7,7,1,1,,,,,,,,,,,,,
2019-11-01,5.8,1.69,1.75,-2.3,,-5,95,67.8,69.5,44,0.1,-4.1,-3.4,-6.8,19,11.25,12,5,35,29,102.76,102.49,102.39,102.01,94.58,94.35,94.26,93.93,,,,,2.6,2.2,2.2,1.8,16.2,0,0,0,0,0,,,0,08:32:00,18:03:00,9.52,8.53,18.05,2,2,4,4,2,2,,,,,,,,,,,,,
2019-10-31,5.1,2.94,2.29,-0.5,,-3,80,67.2,69.5,59,-0.6,-2.6,-2,-3.5,30,16.38,18,6,49,33,102.61,102.02,102.12,101.63,94.47,93.94,94.03,93.6,,,,,2.1,1.9,1.9,1.7,15.7,0,0,0,0,0,,,0,08:30:00,18:05:00,9.58,8.5,18.08,1,1,4,6,-3,-3,,,,,,,,,,,,,
2019-10-30,7.5,0.48,-1.04,-9.6,,-12,68,55.7,54.5,41,-3.8,-7.5,-9.2,-14.7,19,10.67,12,5,34,27,102.49,101.9,102.05,101.61,94.21,93.74,93.86,93.52,,,,,2.6,2.4,2.4,2.1,19,0,0,0,0,0,,,0,08:29:00,18:07:00,9.63,8.48,18.12,1,1,6,6,0,0,,,,,,,,,,,,,
2019-10-29,-2.7,-7.68,-7.85,-13,,-16,81,59.9,58.5,36,-13.1,-14.4,-14.4,-15.8,16,8.83,10.5,5,,,103.72,103.18,103.14,102.56,95.33,94.82,94.8,94.26,,,,,2.8,2.2,2.2,1.7,25.9,0,0,0,0,0,,,,08:27:00,18:09:00,9.7,8.45,18.15,1,1,-5,-5,-10,-10,,,,,,,,,,,,,
2019-10-28,-5.8,-7.37,-7.55,-9.3,,-17,81,61.5,66,51,-10.9,-13.6,-12.9,-15,30,21.46,23,16,47,34,103.77,103.21,103.07,102.37,95.38,94.89,94.78,94.19,,,,,2,1.9,1.8,1.7,25.6,0,0,0,0,0.2,,,,08:25:00,18:11:00,9.77,8.42,18.18,1,1,-6,-6,-12,-12,,,,,,,,,,,,,
2019-10-27,4.7,-2.38,-1.65,-8,,-13,84,69.5,66,48,-3.4,-7.4,-7.5,-11.7,27,16.33,16.5,6,47,33,103.5,102.7,102.84,102.18,95.17,94.46,94.58,94,,,,,2.2,1.8,1.8,1.5,19.6,0,0,0,0,0.4,,,,08:23:00,18:13:00,9.83,8.38,18.22,1,2,2,2,-8,-8,,,,,,,,,,,,,
2019-10-26,1.1,-2.58,-3.05,-7.2,,-13,83,65.5,64.5,46,-2.5,-8.3,-7,-11.5,31,19.58,20.5,10,48,34,103.52,102.84,102.63,101.74,95.2,94.62,94.45,93.71,,,,,2,1.8,1.7,1.4,21.1,0,0,0,0,0,,,,08:21:00,18:15:00,9.9,8.35,18.25,1,1,-2,-2,-7,-7,,,,,,,,,,,,,
2019-10-25,10.8,5.22,5.85,0.9,,,91,75.2,72.5,54,3.6,1,0.9,-1.8,34,16.46,17.5,1,62,32,101.64,100.47,100.45,99.27,93.63,92.57,92.57,91.51,,,,,2.9,2.3,2.2,1.5,12.2,0,0.8,0,0,0.6,,,,08:19:00,18:17:00,9.97,8.32,18.28,2,2,12,12,-2,-1,,,,,,,,,,,,,
2019-10-24,14.5,7.45,7.85,1.2,,,62,54.8,52,42,2,-1.2,-1.9,-5.8,19,10.42,11,3,31,31,102.3,101.49,101.69,101.09,94.2,93.49,93.68,93.17,,,,,2.8,2.3,2.2,1.7,10.2,0,2.8,0.8,0,0,,,,08:17:00,18:19:00,10.03,8.28,18.32,1,1,13,13,4,6,,,,,,,,,,,,,
2019-10-23,6.7,2.8,3.7,0.7,,,87,65.1,64.5,42,-0.8,-3.4,-3.4,-6,25,16.42,14.5,4,45,31,102.95,102.59,102.41,101.88,94.81,94.46,94.31,93.81,,,,,2.6,1.6,1.8,1,14.3,0,0,0,0,0,,,,08:15:00,18:21:00,10.1,8.25,18.35,1,1,5,5,-2,-2,,,,,,,,,,,,,
2019-10-22,7.6,2.74,2.15,-3.3,,-5,95,83.3,81,67,3.9,0.1,0,-3.9,28,12.75,15,2,45,31,101.8,101.14,101.25,100.7,93.74,93.12,93.22,92.69,,,,,2.4,1.9,1.8,1.3,15.8,0,0,0,0,0.9,,,,08:13:00,18:24:00,10.18,8.22,18.4,1,1,10,12,0,1,,,,,,,,,,,,,
2019-10-21,6.2,1.46,1.8,-2.6,,-5,94,75.1,74,54,0.4,-2.6,-2.1,-4.6,13,6.58,7,1,,,101.74,101.46,101.49,101.23,93.63,93.4,93.42,93.21,,,,,2.3,2.1,2,1.7,16.2,0,0,0,0,0,,,,08:11:00,18:26:00,10.25,8.18,18.43,2,2,8,8,-2,-2,,,,,,,,,,,,,
2019-10-20,7.9,2.88,3.7,-0.5,,-2,94,75.4,72,50,0.3,-1.3,-1.4,-3.1,15,9.29,9,3,,,101.24,101.11,101,100.77,93.23,93.11,93.03,92.83,,,,,2.5,1.5,1.8,1,14.3,0,0,0,0,0,,,,08:10:00,18:28:00,10.3,8.17,18.47,1,2,8,8,-4,-4,,,,,,,,,,,,,
2019-10-19,10.4,4.61,4.85,-0.7,,,78,56.2,54,30,-1.2,-4,-4.1,-7,21,10.83,11.5,2,41,32,100.71,100.25,100.37,100.03,92.77,92.34,92.47,92.16,,,,,2.7,2.1,2.1,1.5,13.2,0,0,0,0,0,,,,08:08:00,18:30:00,10.37,8.13,18.5,2,2,10,10,-1,-1,,,,,,,,,,,,,
2019-10-18,13.9,5.91,7.05,0.2,,,88,63.1,62.5,37,1.2,-1.3,-0.7,-2.6,16,7.83,9,2,44,31,100.06,99.7,99.74,99.43,92.17,91.84,91.9,91.63,,,,,3.1,2.4,2.6,2.1,10.9,0,2,0,0,0,,,,08:06:00,18:32:00,10.43,8.1,18.53,2,2,13,13,-1,1,,,,,,,,,,,,,
2019-10-17,14.2,8.63,9.3,4.4,,,81,66.6,63,45,4.2,2.6,3.1,2,19,8.38,11,3,32,31,99.5,99.34,99.33,99.15,91.74,91.57,91.56,91.39,,,,,3,2.4,2.4,1.8,8.7,0,4.3,2.3,0,0,,,,08:04:00,18:35:00,10.52,8.07,18.58,2,2,14,14,0,2,,,,,,,,,,,,,
2019-10-16,16.4,7.77,7.69,-1,,-4,98,68.1,67,36,3,1.3,1,-1.1,22,11.29,12.5,3,32,16,100.89,100.46,100.24,99.58,92.89,92.54,92.35,91.81,,,,,2.4,1.9,1.8,1.3,10.3,0,2.7,0.7,0,0.2,,,,08:02:00,18:37:00,10.58,8.03,18.62,2,2,14,14,6,7,,,,,,,,,,,,,
2019-10-15,5.2,3.34,3.15,1.1,,,97,83.4,84.5,72,2.1,0.7,0.9,-0.3,31,17.71,19.5,8,45,16,102.5,101.69,101.64,100.79,94.36,93.63,93.58,92.81,,,,,1.6,1.5,1.4,1.2,14.8,0,0,0,0,0.2,,,,08:00:00,18:39:00,10.65,8,18.65,2,2,7,7,0,2,,,,,,,,,,,,,
2019-10-14,4.4,2.3,2.85,1.3,,,97,93.6,93.5,90,3.6,1.4,2.1,0.6,19,12.38,12,5,32,35,102.53,101.82,101.81,101.08,94.39,93.76,93.75,93.11,,,,,1.9,1.4,1.4,1,15.2,0,0,0,0,6.9,,,,07:58:00,18:42:00,10.73,7.97,18.7,1,1,3,3,-1,-1,,,,,,,,,,,,,
2019-10-13,7.2,5.57,5.7,4.2,,,96,87.6,79,62,5.7,3.6,2.4,-0.9,11,7.42,7.5,4,,,101.36,101.24,101.22,101.07,93.39,93.27,93.24,93.09,,,,,3.1,2.2,2.5,1.8,12.3,0,0.7,0,0,6.4,,,,07:57:00,18:44:00,10.78,7.95,18.73,1,1,9,9,0,1,,,,,,,,,,,,,
2019-10-12,11.9,5.24,5.25,-1.4,,-5,73,53.5,56,39,-1.4,-3.7,-4,-6.6,16,9.92,10,4,,,101.86,101.54,101.6,101.34,93.81,93.52,93.58,93.35,,,,,3.6,2.7,3,2.3,12.8,0,0.2,0,0,0,,,,07:55:00,18:46:00,10.85,7.92,18.77,3,3,11,11,0,1,,,,,,,,,,,,,
2019-10-11,10.3,2.8,2.8,-4.7,,-7,84,57.7,59,34,-3.5,-5.5,-5.2,-7,15,6.79,8,1,,,102.81,102.48,102.36,101.91,94.6,94.35,94.23,93.86,,,,,3.4,2.9,2.9,2.4,15.2,0,0,0,0,0,,,,07:53:00,18:49:00,10.93,7.88,18.82,3,3,8,8,-3,-3,,,,,,,,,,,,,
2019-10-10,7.7,-0.2,0.3,-7.1,,-11,81,59.6,58.5,36,-6.1,-7.7,-8,-9.9,17,9,9.5,2,,,103.09,102.9,102.91,102.73,94.81,94.68,94.68,94.55,,,,,3.5,2.3,2.7,1.9,17.7,0,0,0,0,0,,,,07:51:00,18:51:00,11,7.85,18.85,2,3,6,6,-6,-6,,,,,,,,,,,,,
2019-10-09,3.3,-1.31,-0.45,-4.2,,-8,73,52.6,51,29,-7,-10.3,-10.5,-14,15,11.04,10.5,6,,,103.01,102.84,102.8,102.58,94.78,94.62,94.58,94.39,,,,,2.5,1.9,2.1,1.7,18.4,0,0,0,0,0,,,,07:49:00,18:53:00,11.07,7.82,18.88,3,3,2,2,-8,-7,,,,,,,,,,,,,
2019-10-08,1.4,-1.1,-0.75,-2.9,,-9,81,60.9,62.5,44,-2.5,-7.9,-6.5,-10.4,26,18.96,19,12,41,33,102.57,101.73,101.61,100.64,94.37,93.64,93.56,92.74,,,,,1.8,1.4,1.5,1.2,18.8,0,0,0,0,0.2,,,,07:47:00,18:56:00,11.15,7.78,18.93,1,2,1,1,-7,-6,,,,,,,,,,,,,
2019-10-07,18.8,7.44,9.7,0.6,,,91,62.4,62.5,34,4.3,0.1,1.1,-2.1,31,12.5,17,3,51,32,100.78,100.04,100.09,99.4,92.91,92.2,92.28,91.65,,,,,3,2.3,2,1,8.3,0,4.7,2.7,0,4.9,,,,07:46:00,18:58:00,11.2,7.77,18.97,2,2,15,21,-2,-1,,,,,,,,,,,,,
2019-10-06,18.3,10.99,10.9,3.5,,,70,46.2,49,28,0.4,-0.8,-0.6,-1.5,21,12.96,13,5,36,26,101.64,101.35,101.25,100.86,93.67,93.42,93.33,92.98,,,,,3,2.2,2.4,1.7,7.1,0,5.9,3.9,0.9,0,,,,07:44:00,19:00:00,11.27,7.73,19,3,3,17,17,7,7,,,,,,,,,,,,,
2019-10-05,13.5,9.88,10.05,6.6,,,74,57,58,42,3.6,1.6,1.4,-0.8,27,16,15.5,4,48,30,101.49,101.24,101.32,101.15,93.54,93.32,93.39,93.24,,,,,2.3,1.7,1.9,1.5,8,0,5,3,0.1,0.2,,,,07:42:00,19:03:00,11.35,7.7,19.05,2,2,12,12,4,5,,,,,,,,,,,,,
2019-10-04,12,7.05,7.9,3.8,,,91,79.2,77,63,5.6,3.6,2.8,0,20,8.88,10.5,1,34,30,101.17,101.06,101.06,100.95,93.22,93.12,93.12,93.02,,,,,2.6,1.9,2.1,1.6,10.1,0,2.9,0.9,0,0.5,,,,07:40:00,19:05:00,11.42,7.67,19.08,1,2,12,12,5,6,,,,,,,,,,,,,
2019-10-03,12.1,4.96,4.8,-2.5,,-6,89,63.9,63,37,0.5,-1.9,-1.6,-3.8,21,11.79,13.5,6,33,16,101.59,101.41,101.36,101.12,93.57,93.4,93.37,93.16,,,,,2.3,2,2,1.8,13.2,0,0,0,0,0,,,,07:38:00,19:08:00,11.5,7.63,19.13,3,3,13,13,3,3,,,,,,,,,,,,,
2019-10-02,12.6,4.99,5.45,-1.7,,-5,84,62.9,63,42,-0.2,-2,-2,-3.8,21,12.42,14.5,8,28,17,101.82,101.7,101.71,101.6,93.77,93.66,93.67,93.58,,,,,2.3,2.1,2.1,1.9,12.6,0,0.4,0,0,0,,,,07:37:00,19:10:00,11.55,7.62,19.17,3,3,12,12,-1,-1,,,,,,,,,,,,,
2019-10-01,9.2,2.93,3.3,-2.6,,-7,90,69.3,69.5,49,-1.2,-2.5,-2.8,-4.3,21,15.33,14,7,31,19,102.17,102.03,102,101.83,94.05,93.93,93.91,93.77,,,,,2.2,1.9,1.9,1.6,14.7,0,0,0,0,0,,,,07:35:00,19:12:00,11.62,7.58,19.2,3,3,10,10,-2,0,,,,,,,,,,,,,
2019-09-30,4,1.54,1.6,-0.8,,-3,85,73.2,74,63,-1,-2.8,-3.2,-5.5,14,8.25,9,4,,,102.82,102.42,102.49,102.15,94.66,94.29,94.35,94.04,,,,,2.1,1.8,1.9,1.7,16.4,0,0,0,0,0,,,,07:33:00,19:15:00,11.7,7.55,19.25,2,2,4,4,-4,-4,,,,,,,,,,,,,
2019-09-29,5.1,1.52,1.65,-1.8,,-5,79,62.2,64.5,50,-3.1,-5,-4.8,-6.5,16,11.25,11,6,,,103.26,103.1,103.07,102.87,95.04,94.91,94.88,94.71,,,,,2,1.8,1.8,1.5,16.4,0,0,0,0,0,,,,07:31:00,19:17:00,11.77,7.52,19.28,3,3,3,4,-4,-2,,,,,,,,,,,,,
